1,Toy Story ,1995,1
2,Jumanji ,1995,1
3,Grumpier Old Men ,1995,3
4,Waiting to Exhale ,1995,3
5,Father of the Bride Part II ,1995,3
6,Heat ,1995,2
7,Sabrina ,1995,3
8,Tom and Huck ,1995,1
9,Sudden Death ,1995,2
10,GoldenEye ,1995,2
11,American President The ,1995,3
12,Dracula Dead and Loving It ,1995,3
13,Balto ,1995,1
14,Nixon ,1995,5
15,Cutthroat Island ,1995,2
16,Casino ,1995,6
17,Sense and Sensibility ,1995,5
18,Four Rooms ,1995,3
19,Ace Ventura When Nature Calls ,1995,3
20,Money Train ,1995,2
21,Get Shorty ,1995,3
22,Copycat ,1995,6
23,Assassins ,1995,2
24,Powder ,1995,5
25,Leaving Las Vegas ,1995,5
26,Othello ,1995,5
27,Now and Then ,1995,10
28,Persuasion ,1995,5
29,City of Lost 10 The Cité des enfants perdus La ,1995,1
30,Shanghai Triad Yao a yao yao dao waipo qiao ,1995,6
31,Dangerous Minds ,1995,5
32,Twelve Monkeys aka 12 Monkeys ,1995,5
33,Wings of Courage ,1995,1
34,Babe ,1995,5
35,Carrington ,1995,5
36,Dead Man Walking ,1995,6
37,Across the Sea of Time ,1995,7
38,It Takes Two ,1995,3
39,Clueless ,1995,3
40,Cry the Beloved Country ,1995,5
41,Richard III ,1995,5
42,Dead Presidents ,1995,2
43,Restoration ,1995,5
44,Mortal Kombat ,1995,2
45,To Die For ,1995,3
46,How to Make an American Quilt ,1995,5
47,Seven aka Se7en ,1995,8
48,Pocahontas ,1995,10
49,When Night Is Falling ,1995,5
50,Usual Suspects The ,1995,6
51,Guardian Angel ,1995,2
52,Mighty Aphrodite ,1995,3
53,Lamerica ,1995,1
54,Big Green The ,1995,3
55,Georgia ,1995,5
56,Kids of the Round Table ,1995,1
57,Home for the Holidays ,1995,5
58,Postman The Postino Il ,1995,3
59,Confessional The Confessionnal Le ,1995,5
60,Indian in the Cupboard The ,1995,1
61,Eye for an Eye ,1995,5
62,Mr Hollands Opus ,1995,5
63,Dont Be a Menace to South Central While Drinking Your Juice in the Hood ,1995,3
64,Two if by Sea ,1995,3
65,BioDome ,1995,3
66,Lawnmower Man 2 Beyond Cyberspace ,1995,2
67,Two Bits ,1995,5
68,French Twist Gazon maudit ,1995,3
69,Friday ,1995,3
70,From Dusk Till Dawn ,1995,2
71,Fair Game ,1995,2
72,Kicking and Screaming ,1995,3
73,Misérables Les ,1995,5
74,Bed of Roses ,1995,5
75,Big Bully ,1995,3
76,Screamers ,1995,2
77,Nico Icon ,1995,7
78,Crossing Guard The ,1995,2
79,Juror The ,1995,5
80,White Balloon The Badkonake sefid ,1995,5
81,Things to Do in Denver When Youre Dead ,1995,6
82,Antonias Line Antonia ,1995,3
83,Once Upon a Time When We Were Colored ,1995,5
84,Last Summer in the Hamptons ,1995,3
85,Angels and Insects ,1995,5
86,White Squall ,1995,2
87,Dunston Checks In ,1995,3
88,Black Sheep ,1995,3
89,Nick of Time ,1995,2
90,Journey of August King The ,1995,5
91,Mary Reilly ,1995,5
92,Vampire in Brooklyn ,1995,3
93,Beautiful Girls ,1995,3
94,Broken Arrow ,1995,2
95,In the Bleak Midwinter ,1995,3
96,Hate Haine La ,1995,6
97,Shopping ,1995,2
98,Heidi Fleiss Hollywood Madam ,1995,7
99,City Hall ,1995,5
100,Bottle Rocket ,1995,1
101,Mr Wrong ,1995,3
102,Unforgettable ,1995,5
103,Happy Gilmore ,1995,3
104,Bridges of Madison County The ,1995,5
105,Nobody Loves Me Keiner liebt mich ,1995,3
106,Muppet Treasure Island ,1995,1
107,Catwalk ,1995,7
108,Headless Body in Topless Bar ,1995,3
109,Braveheart ,1995,2
110,Taxi Driver ,1995,6
111,Rumble in the Bronx Hont faan kui ,1995,2
112,Before and After ,1995,5
113,Margarets Museum ,1995,5
114,Happiness Is in the Field Bonheur est dans le pré Le ,1995,3
115,Anne Frank Remembered ,1995,7
116,Young Poisoners Handbook The ,1995,6
117,If Lucy Fell ,1995,3
118,Steal Big Steal Little ,1995,3
119,Race the Sun ,1995,1
120,Boys of St Vincent The ,1995,5
121,Boomerang ,1995,3
122,Chungking Express Chung Hing sam lam ,1995,5
123,Star Maker The Uomo delle stelle L ,1995,5
124,Flirting With Disaster ,1995,3
125,NeverEnding Story III The ,1995,1
126,Silences of the Palace The Saimt el Qusur ,1995,5
127,Jupiters Wife ,1995,7
128,Pie in the Sky ,1995,3
129,Angela ,1995,5
130,Frankie Starlight ,1995,5
131,Jade ,1995,8
132,Nueba Yol ,1995,3
133,Sonic Outlaws ,1995,7
134,Down Periscope ,1995,3
135,From the Journals of Jean Seberg ,1995,7
136,Man of the Year ,1995,7
137,Neon Bible The ,1995,5
138,Target ,1995,2
139,Up Close and Personal ,1995,5
140,Birdcage The ,1995,3
141,Shadows Cienie ,1995,5
142,Gospa ,1995,5
143,Brothers McMullen The ,1995,3
144,Bad Boys ,1995,2
145,Amazing Panda 1 The ,1995,1
146,Basketball Diaries The ,1995,5
147,Awfully Big 1 An ,1995,5
148,Amateur ,1995,6
149,Apollo 13 ,1995,1
150,Rob Roy ,1995,2
151,Addiction The ,1995,5
152,Batman Forever ,1995,2
153,Beauty of the Day Belle de jour ,1995,5
154,Beyond Rangoon ,1995,1
155,Blue in the Face ,1995,3
156,Canadian Bacon ,1995,3
157,Casper ,1995,1
158,Clockers ,1995,6
159,Congo ,1995,2
160,Crimson Tide ,1995,5
161,Crumb ,1995,7
162,Desperado ,1995,2
163,Devil in a Blue Dress ,1995,6
164,Die Hard With a Vengeance ,1995,2
165,Doom Generation The ,1995,3
166,Feast of July ,1995,5
167,First Knight ,1995,2
168,Free Willy 2 The 1 Home ,1995,1
169,Hackers ,1995,2
170,Jeffrey ,1995,3
171,Johnny Mnemonic ,1995,2
172,Judge Dredd ,1995,2
173,Jury Duty ,1995,3
174,Kids ,1995,5
175,Living in Oblivion ,1995,3
176,Lord of Illusions ,1995,4
177,Love and Human Remains ,1995,3
178,Mad Love ,1995,5
179,Mallrats ,1995,3
180,Mighty Morphin Power Rangers The Movie ,1995,2
181,Moonlight and Valentino ,1995,5
182,Mute Witness ,1995,3
183,Nadja ,1995,5
184,Net The ,1995,2
185,Nine Months ,1995,3
186,Party Girl ,1995,3
187,Prophecy The ,1995,11
188,Reckless ,1995,3
189,Safe ,1995,8
190,Scarlet Letter The ,1995,5
191,Show The ,1995,7
192,Showgirls ,1995,5
193,Smoke ,1995,3
194,Something to Talk About ,1995,3
195,Species ,1995,4
196,Stars Fell on Henrietta The ,1995,5
197,Strange Days ,1995,2
198,Umbrellas of Cherbourg The Parapluies de Cherbourg Les ,1995,5
199,Tie That Binds The ,1995,8
200,Three Wishes ,1995,5
201,Total Eclipse ,1995,5
202,To Wong Foo Thanks for Everything! Julie Newmar ,1995,3
203,Under Siege 2 Dark Territory ,1995,2
204,Unstrung Heroes ,1995,3
205,Unzipped ,1995,7
206,Walk in the Clouds A ,1995,5
207,Waterworld ,1995,2
208,White Mans Burden ,1995,5
209,Wild Bill ,1995,9
210,Browning Version The ,1995,5
211,Bushwhacked ,1995,1
212,Burnt by the Sun Utomlyonnye solntsem ,1995,5
213,Before the Rain Pred dozhdot ,1995,5
214,Before Sunrise ,1995,5
215,Billy Madison ,1995,3
216,Babysitter The ,1995,5
217,Boys on the Side ,1995,3
218,Cure The ,1995,5
219,Castle Freak ,1995,4
220,Circle of Friends ,1995,5
221,Clerks ,1995,3
222,Don Juan DeMarco ,1995,3
223,Disclosure ,1995,5
224,Dream Man ,1995,8
225,Drop Zone ,1995,2
226,Destiny Turns on the Radio ,1995,3
227,Death and the Maiden ,1995,5
228,Dolores Claiborne ,1995,5
229,Dumb and Dumber Dumb and Dumber ,1995,1
230,Eat Drink Man Woman Yin shi nan nu ,1995,3
231,Exotica ,1995,5
232,Exit to Eden ,1995,3
233,Ed Wood ,1995,3
234,French Kiss ,1995,2
235,Forget Paris ,1995,3
236,Far From Home The 1s of Yellow Dog ,1995,1
237,Goofy Movie A ,1995,10
238,Hideaway ,1995,8
239,Fluke ,1995,10
240,Farinelli il castrato ,1995,5
241,Gordy ,1995,10
242,Gumby The Movie ,1995,10
243,Glass Shield The ,1995,6
244,Hoop Dreams ,1995,7
245,Heavenly Creatures ,1995,6
246,Houseguest ,1995,3
247,Immortal Beloved ,1995,5
248,Heavyweights Heavy Weights ,1995,10
249,Hunted The ,1995,2
250,IQ ,1995,3
251,Interview with the Vampire The Vampire Chronicles ,1995,5
252,Jefferson in Paris ,1995,5
253,Jerky Boys The ,1995,3
254,Junior ,1995,3
255,Just Cause ,1995,5
256,Kid in King Arthurs Court A ,1995,1
257,Kiss of Death ,1995,6
258,Star 2s Episode IV  A New Hope ,1995,2
259,Little Women ,1995,5
260,Little Princess A ,1996,10
261,Ladybird Ladybird ,1996,5
262,Enfer L ,1996,5
263,Like Water for Chocolate Como agua para chocolate ,1996,5
264,Legends of the Fall ,1996,5
265,Major Payne ,1996,3
266,Little Odessa ,1996,6
267,My Crazy Life Mi vida loca ,1996,5
268,Love Affair ,1996,5
269,Losing Isaiah ,1996,5
270,Madness of King George The ,1996,3
271,Mary Shelleys Frankenstein Frankenstein ,1996,5
272,Man of the House ,1996,3
273,Mixed Nuts ,1996,3
274,Milk Money ,1996,3
275,Miracle on 34th Street ,1996,5
276,Miami Rhapsody ,1996,3
277,My Family ,1996,5
278,Murder in the First ,1996,5
279,Nobodys Fool ,1996,3
280,Nell ,1996,5
281,New Jersey Drive ,1996,6
282,New York Cop Nyû Yôku no koppu ,1996,2
283,Beyond Bedlam ,1996,5
284,Nemesis 2 Nebula ,1996,2
285,Nina Takes a Lover ,1996,3
286,Natural Born Killers ,1996,2
287,Only You ,1996,3
288,Once Were 2riors ,1996,6
289,Poison Ivy II ,1996,5
290,Outbreak ,1996,2
291,Léon The Professional aka The Professional Léon ,1996,2
292,Perez Family The ,1996,3
293,Pyromaniacs Love Story A ,1996,3
294,Pulp Fiction ,1996,3
295,Panther ,1996,5
296,Pushing Hands Tui shou ,1996,5
297,Priest ,1996,5
298,Quiz Show ,1996,5
299,Picture Bride Bijo photo ,1996,5
300,Queen Margot Reine Margot La ,1996,5
301,Quick and the Dead The ,1996,2
302,Roommates ,1996,3
303,Ready to Wear PretAPorter ,1996,3
304,Three Colors Red Trois couleurs Rouge ,1996,5
305,Three Colors Blue Trois couleurs Bleu ,1996,5
306,Three Colors White Trzy kolory Bialy ,1996,3
307,Red Firecracker Green Firecracker Pao Da Shuang Deng ,1996,5
308,RentaKid ,1996,3
309,Relative Fear ,1996,4
310,Stuart Saves His Family ,1996,3
311,Swan Princess The ,1996,10
312,Secret of Roan Inish The ,1996,10
313,Specialist The ,1996,2
314,Stargate ,1996,2
315,Santa Clause The ,1996,3
316,Shawshank Redemption The ,1996,6
317,Shallow Grave ,1996,3
318,Suture ,1996,7
319,Strawberry and Chocolate Fresa y chocolate ,1996,5
320,Swimming with Sharks ,1996,3
321,Sum of Us The ,1996,3
322,National Lampoons Senior Trip ,1996,3
323,To Live Huozhe ,1996,5
324,Tank Girl ,1996,2
325,Tales from the Crypt Presents Demon Knight ,1996,4
326,Star Trek Generations ,1996,1
327,Tales from the Hood ,1996,2
328,Tom and Viv ,1996,5
329,Village of the Damned ,1996,4
330,Tommy Boy ,1996,3
331,Vanya on 42nd Street ,1996,5
332,Underneath ,1996,5
333,Walking Dead The ,1996,5
334,Whats Eating Gilbert Grape ,1996,5
335,Virtuosity ,1996,2
336,While You Were Sleeping ,1996,3
337,2 The ,1996,1
338,Double Happiness ,1996,5
339,Muriels Wedding ,1996,3
340,BabySitters Club The ,1996,10
341,Ace Ventura Pet Detective ,1996,3
342,1s of Priscilla Queen of the Desert The ,1996,3
343,Backbeat ,1996,5
344,Bitter Moon ,1996,5
345,Bullets Over Broadway ,1996,3
346,Clear and Present Danger ,1996,2
347,Client The ,1996,5
348,Corrina Corrina ,1996,3
349,Crooklyn ,1996,3
350,Crow The ,1996,2
351,Cobb ,1996,5
352,Flintstones The ,1996,10
353,Forrest Gump ,1996,3
354,Four Weddings and a Funeral ,1996,3
355,Higher Learning ,1996,5
356,I Like It Like That ,1996,3
357,I Love Trouble ,1996,2
358,It Could Happen to You ,1996,3
359,Jungle Book The ,1996,1
360,Wonderful Horrible Life of Leni Riefenstahl The Macht der Bilder Leni Riefenstahl Die ,1996,7
361,Lion King The ,1996,1
362,Little Buddha ,1996,5
363,Wes Cravens New Nightmare Nightmare on Elm Street Part 7 Freddys Finale A ,1996,5
364,Mask The ,1996,2
365,Maverick ,1996,1
366,Mrs Parker and the Vicious Circle ,1996,5
367,Naked Gun 33 1/3 The Final Insult ,1996,2
368,Paper The ,1996,3
369,Reality Bites ,1996,3
370,Red Rock West ,1996,8
371,Richie Rich ,1996,10
372,Safe Passage ,1996,5
373,River Wild The ,1996,2
374,Speed ,1996,2
375,Speechless ,1996,3
376,Timecop ,1996,2
377,True Lies ,1996,2
378,When a Man Loves a Woman ,1996,5
379,Wolf ,1996,5
380,Wyatt Earp ,1996,9
381,Bad Company ,1996,2
382,Man of No Importance A ,1996,5
383,SFW ,1996,5
384,Low Down Dirty Shame A ,1996,2
385,Boys Life ,1996,5
386,Colonel Chabert Le ,1996,5
387,Faster Pussycat! Kill! Kill! ,1996,2
388,Jasons Lyric ,1996,6
389,Secret 1s of Tom Thumb The ,1996,1
390,Street Fighter ,1996,2
391,Coldblooded ,1996,3
392,Desert Winds ,1996,5
393,Fall Time ,1996,5
394,Fear The ,1996,4
395,Frank and Ollie ,1996,7
396,Girl in the Cadillac ,1996,5
397,Homage ,1996,5
398,Mirage ,1996,2
399,Open Season ,1996,3
400,Two 6s Dos crímenes ,1996,3
401,Brother Minister The Assassination of Malcolm X ,1996,7
402,Highlander III The Sorcerer aka Highlander The Final Dimension ,1996,2
403,Federal Hill ,1996,5
404,In the Mouth of Madness ,1996,4
405,8 Seconds ,1996,5
406,Above the Rim ,1996,6
407,Addams Family Values ,1996,10
408,Martin Lawrence You So Crazy ,1996,3
409,Age of Innocence The ,1996,5
410,Airheads ,1996,3
411,Air Up There The ,1996,3
412,Another Stakeout ,1996,3
413,Bad Girls ,1996,9
414,Barcelona ,1996,3
415,Being Human ,1996,5
416,Beverly Hillbillies The ,1996,3
417,Beverly Hills Cop III ,1996,2
418,Black Beauty ,1996,1
419,Blink ,1996,8
420,Blown Away ,1996,2
421,Blue Chips ,1996,5
422,Blue Sky ,1996,5
423,Body Snatchers ,1996,4
424,Boxing Helena ,1996,5
425,Bronx Tale A ,1996,5
426,Cabin Boy ,1996,3
427,Calendar Girl ,1996,3
428,Carlitos Way ,1996,6
429,City Slickers II The Legend of Curlys Gold ,1996,1
430,Clean Slate ,1996,3
431,Cliffhanger ,1996,2
432,Coneheads ,1996,3
433,Color of Night ,1996,5
434,Cops and Robbersons ,1996,3
435,Cowboy Way The ,1996,2
436,Dangerous Game ,1996,5
437,Dave ,1996,3
438,Dazed and Confused ,1996,3
439,Demolition Man ,1996,2
440,Endless Summer 2 The ,1996,1
441,Even Cowgirls Get the Blues ,1996,3
442,Fatal Instinct ,1996,3
443,Farewell My Concubine Ba wang bie ji ,1996,5
444,Favor The ,1996,3
445,Fearless ,1996,5
446,Fear of a Black Hat ,1996,3
447,With Honors ,1996,3
448,Flesh and Bone ,1996,5
449,Widows Peak ,1996,5
450,For Love or Money ,1996,3
451,Firm The ,1996,5
452,Free Willy ,1996,1
453,Fresh ,1996,6
454,Fugitive The ,1996,8
455,Geronimo An American Legend ,1996,5
456,Getaway The ,1996,2
457,Getting Even with Dad ,1996,3
458,Go Fish ,1996,5
459,Good Man in Africa A ,1996,2
460,Guilty as Sin ,1996,6
461,Hard Target ,1996,2
462,Heaven and Earth ,1996,2
463,Hot Shots! Part Deux ,1996,2
464,Live Nude Girls ,1996,3
465,Englishman Who Went Up a Hill But Came Down a Mountain The ,1996,3
466,House of the Spirits The ,1996,5
467,House Party 3 ,1996,3
468,Hudsucker Proxy The ,1996,3
469,Ill Do Anything ,1996,3
470,In the Army Now ,1996,3
471,In the Line of Fire ,1996,2
472,In the Name of the Father ,1996,5
473,Inkwell The ,1996,3
474,Whats Love Got to Do with It? ,1996,5
475,Jimmy Hollywood ,1996,3
476,Judgment Night ,1996,2
477,Jurassic Park ,1996,2
478,Kalifornia ,1996,5
479,Killing Zoe ,1996,6
480,King of the Hill ,1996,5
481,Lassie ,1996,1
482,Last 2 Hero ,1996,2
483,Life with Mikey ,1996,3
484,Lightning Jack ,1996,3
485,M Butterfly ,1996,5
486,Made in America ,1996,3
487,Malice ,1996,8
488,Man Without a Face The ,1996,5
489,Manhattan Murder 5 ,1996,3
490,Menace II Society ,1996,2
491,Executive Decision ,1996,2
492,In the Realm of the Senses Ai no corrida ,1996,5
493,What Happened Was ,1996,3
494,Much Ado About Nothing ,1996,3
495,Mr Jones ,1996,5
496,Mr Wonderful ,1996,3
497,Mrs Doubtfire ,1996,3
498,Naked ,1996,5
499,Next Karate Kid The ,1996,2
500,New Age The ,1996,5
